image_path,Detection,Species category,Localization
ae866980-d1ff-3b92-3b70-3dd14c23eab9_5121.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
6b9cd27b-08a5-e139-649b-717daef0f224_5931.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
492b7578-d848-c99e-f59d-29a4d3ccaa57_1480.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
d7dcce6e-7712-d1f0-1fe9-b479294660ac_324.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
2b155e14-3603-501c-51f4-d57b1e5078f7_4131.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
a87589af-a463-9423-e6a9-4c42f5f6290e_939.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
a1ae0f75-03de-53c6-804e-b029f62f3096_3900.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
5f72fdfa-9947-70d8-fccc-8cea350c7bb6_3995.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
dfb08b10-8ea0-ae8e-ec8d-d0d782839646_522.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
c21633b3-9fcf-474e-e405-6a62b8e9a105_3320.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
37aee23e-cc7a-1cd9-a207-7e1d2d51b842_3924.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
5d1f3f46-ceca-201b-d3a5-c27c4c934428_871.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
79890d27-31e1-e252-9a51-00d3065510a7_88.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
0e49bc5e-4fac-03e6-551d-5d4f78ea83d4_4462.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
696b528f-a816-ce6f-8b84-87085b437988_295.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
6b7ec724-d3fb-0411-bc65-0f95b3f4525b_1347.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
a3e5c0bb-fe66-9bc5-5f09-ca6924010a88_5768.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
8e741e55-ab4a-3993-cb1f-5e880709b757_8745.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
c21633b3-9fcf-474e-e405-6a62b8e9a105_3319.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
ce036648-ac84-4cc8-d15e-168f3dd02b71_4143.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
4be1a353-92ab-bf9b-8487-42cf4c498297_804.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
4db0525a-58e1-8aba-3a1b-edd9918c537a_4042.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
8e2c97d0-df4e-85f4-5c35-d7eb5455422d_3120.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
e3728337-94a3-fa71-7af8-282e5f608b73_1020.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
c7fa4233-a055-af38-c759-604815ef2521_5194.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
e0cb2bf9-ea65-f6f3-41c7-bae01f307aaa_6219.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
88a703bf-a0d0-e3a6-70e8-4817fac3934d_3610.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
e94add50-61c9-b1f3-a03f-16e6160ec248_4403.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
f7435441-c17f-f67b-936a-6fe6c4a5a0fb_6934.jpg,0,other,"tensor([], device='cuda:0', size=(0, 4))"
